Date,Adj Close,Close,High,Low,Open,Volume
1984-10-17,0.11440443247556686,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.0,9868800.0
1984-10-18,0.117497019469738,0.1484380066394806,0.15625,0.1484380066394806,0.0,5324800.0
1984-10-19,0.11440443247556686,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.0,3043200.0
1984-10-22,0.11440443247556686,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.0,2326400.0
1984-10-23,0.11131260544061661,0.140625,0.1445309966802597,0.140625,0.0,787200.0
1984-10-24,0.11440443247556686,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.0,230400.0
1984-10-25,0.11131260544061661,0.140625,0.1484380066394806,0.140625,0.0,1587200.0
1984-10-26,0.11131260544061661,0.140625,0.1445309966802597,0.140625,0.0,758400.0
1984-10-29,0.11131260544061661,0.140625,0.1445309966802597,0.140625,0.0,614400.0
1984-10-30,0.11131260544061661,0.140625,0.1484380066394806,0.140625,0.0,192000.0
1984-10-31,0.11440443247556686,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.0,297600.0
1984-11-01,0.11131260544061661,0.140625,0.1445309966802597,0.140625,0.0,352000.0
1984-11-02,0.11131260544061661,0.140625,0.1445309966802597,0.140625,0.0,1638400.0
1984-11-05,0.10822077095508575,0.1367190033197403,0.140625,0.1367190033197403,0.0,534400.0
1984-11-06,0.10822077095508575,0.1367190033197403,0.140625,0.1367190033197403,0.0,544000.0
1984-11-07,0.10822077095508575,0.1367190033197403,0.140625,0.1367190033197403,0.0,76800.0
1984-11-08,0.10822077095508575,0.1367190033197403,0.140625,0.1367190033197403,0.0,44800.0
1984-11-09,0.10822077095508575,0.1367190033197403,0.140625,0.1367190033197403,0.0,896000.0
1984-11-12,0.10822077095508575,0.1367190033197403,0.140625,0.1367190033197403,0.0,300800.0
1984-11-13,0.10822077095508575,0.1367190033197403,0.140625,0.1367190033197403,0.0,464000.0
1984-11-14,0.10512901097536087,0.1328130066394806,0.140625,0.1328130066394806,0.0,1523200.0
1984-11-15,0.10512901097536087,0.1328130066394806,0.1367190033197403,0.1328130066394806,0.0,156800.0
1984-11-16,0.09894455969333649,0.125,0.1367190033197403,0.125,0.0,579200.0
1984-11-19,0.09894455969333649,0.125,0.1367190033197403,0.125,0.0,358400.0
1984-11-20,0.09585271030664444,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.0,179200.0
1984-11-21,0.09585271030664444,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.0,905600.0
1984-11-23,0.09585271030664444,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.0,25600.0
1984-11-26,0.09894455969333649,0.125,0.1289059966802597,0.125,0.0,166400.0
1984-11-27,0.10203635692596436,0.1289059966802597,0.1328130066394806,0.1289059966802597,0.0,147200.0
1984-11-28,0.10203635692596436,0.1289059966802597,0.1328130066394806,0.1289059966802597,0.0,492800.0
1984-11-29,0.10203635692596436,0.1289059966802597,0.1328130066394806,0.1289059966802597,0.0,262400.0
1984-11-30,0.10203635692596436,0.1289059966802597,0.1328130066394806,0.1289059966802597,0.0,556800.0
1984-12-03,0.09894455969333649,0.125,0.1328130066394806,0.125,0.0,380800.0
1984-12-04,0.09585271030664444,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.0,217600.0
1984-12-05,0.09585271030664444,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.0,102400.0
1984-12-06,0.09276088327169418,0.1171879991889,0.125,0.1171879991889,0.0,630400.0
1984-12-07,0.09276088327169418,0.1171879991889,0.1210940033197403,0.1171879991889,0.0,86400.0
1984-12-10,0.09276088327169418,0.1171879991889,0.1210940033197403,0.1171879991889,0.0,2099200.0
1984-12-11,0.09276088327169418,0.1171879991889,0.1210940033197403,0.1171879991889,0.0,188800.0
1984-12-12,0.09276088327169418,0.1171879991889,0.1210940033197403,0.1171879991889,0.0,393600.0
1984-12-13,0.09276088327169418,0.1171879991889,0.1210940033197403,0.1171879991889,0.0,102400.0
1984-12-14,0.09276088327169418,0.1171879991889,0.1210940033197403,0.1171879991889,0.0,89600.0
1984-12-17,0.09276088327169418,0.1171879991889,0.1210940033197403,0.1171879991889,0.0,102400.0
1984-12-18,0.09276088327169418,0.1171879991889,0.1210940033197403,0.1171879991889,0.0,214400.0
1984-12-19,0.09276088327169418,0.1171879991889,0.1210940033197403,0.1171879991889,0.0,102400.0
1984-12-20,0.09276088327169418,0.1171879991889,0.1210940033197403,0.1171879991889,0.0,121600.0
1984-12-21,0.09276088327169418,0.1171879991889,0.1210940033197403,0.1171879991889,0.0,704000.0
1984-12-24,0.09276088327169418,0.1171879991889,0.1210940033197403,0.1171879991889,0.0,921600.0
1984-12-26,0.09276088327169418,0.1171879991889,0.1210940033197403,0.1171879991889,0.0,521600.0
1984-12-27,0.09276088327169418,0.1171879991889,0.125,0.1171879991889,0.0,947200.0
1984-12-28,0.09276088327169418,0.1171879991889,0.1210940033197403,0.1171879991889,0.0,76800.0
1984-12-31,0.09276088327169418,0.1171879991889,0.125,0.1171879991889,0.0,457600.0
1985-01-02,0.09585271030664444,0.1210940033197403,0.125,0.1210940033197403,0.0,179200.0
1985-01-03,0.09585271030664444,0.1210940033197403,0.1328130066394806,0.1210940033197403,0.0,227200.0
1985-01-04,0.09585271030664444,0.1210940033197403,0.1328130066394806,0.1210940033197403,0.0,390400.0
1985-01-07,0.10203635692596436,0.1289059966802597,0.1367190033197403,0.1289059966802597,0.0,2652800.0
1985-01-08,0.11440443247556686,0.1445309966802597,0.1523440033197403,0.1445309966802597,0.0,1190400.0
1985-01-09,0.11440443247556686,0.1445309966802597,0.1523440033197403,0.1445309966802597,0.0,403200.0
1985-01-10,0.117497019469738,0.1484380066394806,0.15625,0.1484380066394806,0.0,1062400.0
1985-01-11,0.117497019469738,0.1484380066394806,0.1601559966802597,0.1484380066394806,0.0,188800.0
1985-01-14,0.12058884650468826,0.1523440033197403,0.1601559966802597,0.1523440033197403,0.0,131200.0
1985-01-15,0.12368069589138031,0.15625,0.1640630066394806,0.15625,0.0,320000.0
1985-01-16,0.12368069589138031,0.15625,0.1601559966802597,0.15625,0.0,134400.0
1985-01-17,0.12368069589138031,0.15625,0.1601559966802597,0.15625,0.0,441600.0
1985-01-18,0.12368069589138031,0.15625,0.1640630066394806,0.15625,0.0,556800.0
1985-01-21,0.12368069589138031,0.15625,0.1640630066394806,0.15625,0.0,112000.0
1985-01-22,0.12368069589138031,0.15625,0.1640630066394806,0.15625,0.0,441600.0
1985-01-23,0.12368069589138031,0.15625,0.1640630066394806,0.15625,0.0,156800.0
1985-01-24,0.13914060592651367,0.1757809966802597,0.1835940033197403,0.1757809966802597,0.0,1475200.0
1985-01-25,0.14841683208942413,0.1875,0.1914059966802597,0.1875,0.0,1110400.0
1985-01-28,0.14841683208942413,0.1875,0.1914059966802597,0.1875,0.0,908800.0
1985-01-29,0.14841683208942413,0.1875,0.1953130066394806,0.1875,0.0,1660800.0
1985-01-30,0.15460120141506195,0.1953130066394806,0.203125,0.1953130066394806,0.0,928000.0
1985-01-31,0.15460120141506195,0.1953130066394806,0.203125,0.1953130066394806,0.0,656000.0
1985-02-01,0.15460120141506195,0.1953130066394806,0.203125,0.1953130066394806,0.0,208000.0
1985-02-04,0.1638767123222351,0.2070309966802597,0.2148440033197403,0.2070309966802597,0.0,966400.0
